#separator:tab
#html:false
#notetype column:1
#deck column:2
Basique Maths	Seconde année::Physique::Introduction à la physique des ondes	TRD appliqué à la tranche d'air, ondes accoustiques	Avec \( \mu_0 \) la masse volumique au repos, \( \xi \) le déplacement et \( p \) la différence avec la pression au repos,  \( \mu_0\frac{\partial^2\xi}{\partial t^2}(x,t) = - \frac{\partial p}{\partial x}(x,t)\)					
Basique Maths	Seconde année::Physique::Introduction à la physique des ondes	EDP du déplacement, onde accoustique	 \( \frac{\partial^2 \xi}{\partial x^2}(x,t) - \frac{1}{v^2}\frac{\partial^2 \xi}{\partial t^2}(x,t) = 0 \) avec \( v = \sqrt{\frac{\gamma P_0}{\mu_0}}\)					
Basique Maths	Seconde année::Physique::Introduction à la physique des ondes	EDP du déplacement vertical, corde tendue	 \( \frac{\partial^2 y}{\partial x^2}(x,t) - \frac{1}{v^2}\frac{\partial^2 y}{\partial t^2}(x,t) = 0 \) avec \( v = \sqrt{\frac{T_0}{\mu}}\)					
Basique Maths	Seconde année::Physique::Introduction à la physique des ondes	Équation d'onde de d'Alembert unidirectionnelle	 \( \frac{\partial^2 \psi}{\partial x^2}(x,t) - \frac{1}{v^2}\frac{\partial^2 \psi}{\partial t^2}(x,t) = 0\)					
Basique Maths	Seconde année::Physique::Introduction à la physique des ondes	Onde plane	Onde dont la dépendance spatiale se ramène à une unique coordonnée cartésienne.					
Basique Maths	Seconde année::Physique::Introduction à la physique des ondes	Forme des ondes planes solutions de l'équation de d'Alembert 1D	Les ondes planes de la forme:  \( \psi(x,t) = f_\oplus(u + vt) + f_\ominus(u - vt) \) , ou   \( \psi(x,t) = f_\oplus(t+ \frac{u}{v}) + f_\ominus(t- \frac{u}{v})\) Sont solutions de l'équation de d'alembert 1D.					
Basique Maths	Seconde année::Physique::Introduction à la physique des ondes	Nature des solutions de l'EDA 1D	Les solutions de l'EDA 1D, qui sont des fonctions de la variable \( u - vt \) (resp. \( u + vt \) ) sont des ondes planes, progressives (OPP) qui se propagent sans déformation, dans la direction \( Ou \) dans  le sens des \( u\) croissants (resp. décroissants).					
Basique Maths	Seconde année::Physique::Introduction à la physique des ondes	Vitesse de phase	Dans le cas particulier des ondes monochromatiques, la célérité \( v \) est appelée vitesse de phase, notée \( v_\varphi\).					
Basique Maths	Seconde année::Physique::Introduction à la physique des ondes	Ondes stationnaires	En physique classique, on appelle onde stationnaire toute solution réelle, non constante, d'une équation d'onde, à variable séparées, c'est à dire de la forme \( \psi(M,t) = f(M) \times g(t) \) où \( f(M) \) est une fonction de l'espace uniquement et \( g(t) \) est une fonction du temps uniquement.					
Basique Maths	Seconde année::Physique::Introduction à la physique des ondes	Solutions stationnaires de L'EDA 1D	Les solutions en ondes stationnaires de l'EDA 1D sont de la forme:  \( \psi(M,t) = \psi_0\cos(\omega t + \phi) \cos(ku + \theta) \) avec \( k = \frac{\omega}{v}\)					
Basique Maths	Seconde année::Physique::Introduction à la physique des ondes	Formes des solutions selon le milieu	- Lorsque le milieu de propagation est illimité dans une direction, on recherche les solutions sous la forme ondes progressives dans cette direction. - Lorsque le milieu possède au moins un bord imposant une contrainte dans une direction, on recherche les solutions sous la forme ondes stationnaires dans cette direction.					
Basique Maths	Seconde année::Physique::Introduction à la physique des ondes	Modes de cavité	Sur une corde dont les deux extrémités sont fixées, la norme du vecteur d'onde \( k \) et la pulsation \( \omega \) ne peuvent prendre qu'une suite de valeurs discrètes \( (k_n)_{n \in \mathbb N} \) et \( (\omega_n)_{n \in \mathbb N} \) telles que:  \( k_n = \frac{n \pi}{l} \) et \( \omega_n = k_nv =  \frac{n\pi v}{l} \)  à chaque valeur de \( n\) est associé un mode propre de la corde ou un mode de cavité.					
Basique Maths	Seconde année::Physique::Introduction à la physique des ondes	Vecteur de Poynting associé à une OPPM	Le vecteur de Poynting associé à une OPPM se propageant dans le sens \( +\vec{e_u} \) est:  \( \vec\Pi(M,t) = ve_a(M, t)\vec {e_u} \)  Pour une onde se propageant selon \( -\vec{e_u} \) :  \( \vec\Pi(M,t) = -ve_a(M, t)\vec {e_u}\)					
Basique Maths	Seconde année::Physique::Introduction à la physique des ondes	Vitesse de transport de l'énergie par l'onde accoustique	Dans l'air à la température \( T \) , l'énergie accoustique est transportée par les OPPM acoustiques à la célérité \( v = \sqrt{\frac{\gamma RT}{M_a}} \) dans le sens de propagation de l'onde, où \( M_a\) est la masse molaire de l'air.					
Basique Maths	Seconde année::Physique::Introduction à la physique des ondes	Effet Doppler	Si une source se déplace en direction d'un détecteur, s'éloignant à la vitesse \( v \) (négative s'il s'approche) et émettant une onde à la fréquence \( f \) qui se déplace à la vitesse \( V \) , si \( V \gg v \) , la fréquence perçue par le détecteur est: \( f' = f \times (1 - \frac{v}{V})\)					
Basique Maths	Seconde année::Mathématiques::Rappels: ensembles finis et dénombrement	Ensemble fini et cardinal	Un ensemble \( E \) est fini s'il existe \( n \in \mathbb N \) et une bijection \( \varphi:\unicode{10214} 1, n \unicode{10215} \to E \) . Dans ce cas, \( n \) est unique, c'est le cardinal de \( E\).					
Basique Maths	Seconde année::Mathématiques::Rappels: ensembles finis et dénombrement	Partition d'un ensemble	Une partition d'un ensemble \( E \) est une famille \( (\Omega_i)_{i \in I} \) de parties non vides, deux à deux disjointes, dont l'union est \( E\).					
Basique Maths	Seconde année::Mathématiques::Rappels: ensembles finis et dénombrement	Caractérisation des bijections par injection / surjection	Soient \( E, F \) deux ensembles finis tels que \( |E| = |F| \) et \( f : E \to F \) une application. Alors \( f\) est injective ssi elle est bijective ssi elle est surjective.					
Basique Maths	Seconde année::Mathématiques::Rappels: ensembles finis et dénombrement	Lemme des bergers	Si \( s : E \to F \) est une surjection entre ensembles finis telle que tout élément de \( F \) a exactement \( p \in \mathbb N^* \) antécédents par \( f \) dans \( E \) , alors \( |E| = p \cdot |F|\).					
Basique Maths	Seconde année::Mathématiques::Rappels: ensembles finis et dénombrement	Nombre d'applications entre deux ensembles finis	Soient \( E, F \) finis. \( F^E = \mathcal F(E, F) \) est fini et \( |\mathcal F(E, F)| = |F|^{|E|}\).					
Basique Maths	Seconde année::Mathématiques::Rappels: ensembles finis et dénombrement	\(p\)-arrangement	Un \( p \) -arrangement d'éléments de \( E \) est toute \( p \) -liste d'éléments de \( E\) deux à deux distincts.					
Basique Maths	Seconde année::Mathématiques::Rappels: ensembles finis et dénombrement	\(p\)-combinaison	Une \( p \) -combinaison d'éléments de \( E \) est une partie d'éléments de \( E \) de cardinal \( p\).					
Basique Maths	Seconde année::Mathématiques::Rappels: ensembles finis et dénombrement	Nombre d'application strictement croissantes	Il y a \( \binom{n}{p} \) applications strictement croissantes de \( \unicode{10214}1, p\unicode{10215} \) dans \( \unicode{10214}1, n\unicode{10215}\).					
Basique Maths	Seconde année::Mathématiques::Rappels: ensembles finis et dénombrement	Ensemble dénombrable	Un ensemble \( E \) est dénombrable ssi il existe une bijection \( \varphi : \mathbb  N\to E\)					
Basique Maths	Seconde année::Mathématiques::Rappels: ensembles finis et dénombrement	Ensemble au plus dénombrable	Un ensemble \( E\) est au plus dénombrable ssi il est fini ou dénombrable.					
Basique Maths	Seconde année::Mathématiques::Rappels: ensembles finis et dénombrement	Caractérisation de la dénombrabilité par injection / surjection	S'il existe une injection de \( E \) dans \( \mathbb N \) , alors \( E \) est au plus dénombrable. S'il existe une surjection de \( \mathbb N \) sur l'ensemble \( E \) , alors \( E\) est au plus dénombrable.					
Basique Maths	Seconde année::Mathématiques::Rappels: ensembles finis et dénombrement	Dénombrabilité du produit cartésien	Si \( E, F \) sont dénombrables, \( E \times F\) est dénombrable.					
Basique Maths	Seconde année::Mathématiques::Rappels: ensembles finis et dénombrement	Union de dénombrables	Une union dénombrable d'ensembles au plus dénombrables est au plus dénombrable.					
Basique Maths	Seconde année::Mathématiques::Rappels: ensembles finis et dénombrement	Dénombrabilité des parties	Avec \( E \) un ensemble, - Il n'existe pas de surjection de \( E \) dans \( \prts(E) \) . - \( \prts(E) \) et \( \{0,1\}^E\) sont équipotents.					
Basique Maths	Seconde année::Mathématiques::Rappels: ensembles finis et dénombrement	Somme d'une famille d'éléments positifs	Soit \( I \) un ensemble et \( (u_i)_{i \in I} \) une famille d'éléments de \( [0, +\infty] \) . On appelle somme de la famille \( (u_i)_{i \in I} \) l'élément de \( [0, +\infty] \) défini par:  \( \sum\limits_{i \in I}u_i = \sup\{\sum\limits_{i \in F}u_i, F  \text{ partie finie de } I\}\).					
Basique Maths	Seconde année::Mathématiques::Rappels: ensembles finis et dénombrement	Famille sommable de réels positifs	Soient \( I \) un ensemble et \( (u_i)_{i \in I} \) une famille de réels positifs. La famille \( (u_i)_{i \in I} \) est sommable ssi sa somme est finie : \( \sum\limits_{i \in I}u_i < +\infty\).					
Basique Maths	Seconde année::Mathématiques::Rappels: ensembles finis et dénombrement	Lien famille sommable / séries à termes positifs	Soit \( (u_n)_{n \in \mathbb N} \) une suite de réels positifs.  \( \sum\limits_{n \in \mathbb N}u_n = \sum\limits_{n = 0}^{+\infty}u_n \) . En particulier \( (u_n) \) est sommable ssi \( \sum u_n\) converge.					
Basique Maths	Seconde année::Mathématiques::Rappels: ensembles finis et dénombrement	Dénombrabilité du support d'une famille sommable	Soit \( (u_i)_{i \in I} \) une famille sommable de réels positifs. L'ensemble des indices \( i \in I \) tels que \( u_i > 0\) (appelé support de la famille) est au plus dénombrable.					
Basique Maths	Seconde année::Mathématiques::Rappels: ensembles finis et dénombrement	Croissance de la somme	Soient \( (u_i)_{i \in I} \) et \( (v_i)_{i \in I} \) deux familles d'éléments de \( [0, +\infty]. \)  Si \( \forall i \in I, u_i \le v_i \) , alors \( \sum\limits_{i\in I}u_i \le \sum\limits_{i\in I}v_i\).					
Basique Maths	Seconde année::Mathématiques::Rappels: ensembles finis et dénombrement	Invariance de la somme par permutation des termes	Soient \( \sigma \) une permutation de l'ensemble \( I \) et \( (u_i)_{i \in I} \) une famille d'éléments de \( [0, +\infty] \) .  \( \sum\limits_{i\in I}u_i = \sum\limits_{i\in I}u_{\sigma(i)} \)  En particulier \( (u_i)_{i \in I} \) est sommable ssi \( (u_{\sigma(i)})_{i \in I}\) l'est.					
Basique Maths	Seconde année::Mathématiques::Rappels: ensembles finis et dénombrement	Sommation par paquets	Soit \( (I_j)_{j \in J} \) un recouvrement disjoint de l'ensemble \( I \) et \( (u_i)_{i \in I} \) une famille d'éléments de \( [0, +\infty] \) .  \( \sum\limits_{i \in I}u_i = \sum\limits_{j \in J}(\sum_{i \in I_j}u_i)\)					
Basique Maths	Seconde année::Mathématiques::Rappels: ensembles finis et dénombrement	Théorème de Fubini positif	Soit \( (u_{i,j})_{(i,j) \in I\times J} \) une famille double d'éléments de \( [0, +\infty] \) .  \( \sum\limits_{i \in I}(\sum\limits_{j \in J}u_{i, j}) = \sum_{(i,j) \in I \times J}u_{i,j} = \sum\limits_{j \in J}(\sum\limits_{i \in I}u_{i,j})\)					
Basique Maths	Seconde année::Mathématiques::Rappels: ensembles finis et dénombrement	Famille sommable de nombres complexes	Soit \( (u_i)_{i \in I} \) une famille de nombres complexes. La famille \( (u_i)_{i \in I} \) est sommable ssi la famille \( (|u_i|)_{i \in I} \) de réels positifs est sommable i.e. \( \sum\limits_{i \in I}|u_i| < +\infty \) . On note \( l^1(I) = l^1(I,\mathbb C) \) l'ensemble des familles sommables de complexes indexées par \( I\).					
Basique Maths	Seconde année::Mathématiques::Rappels: ensembles finis et dénombrement	Somme d'une famille sommable réelle ou complexe	- Une famille de nombres réels \( (u_i)_{i \in I} \) est sommable ssi les familles \( (u_i^+)_{i \in I} \) et \( (u_i^-)_{i \in I} \) le sont, et dans ce cas, on définit la somme de la famille \( (u_i)_{i \in I} \) par:  \( \sum\limits_{i \in I} u_i = \sum\limits_{i \in I} u_i^+ - \sum\limits_{i \in I} u^-_i \)  - Une famille de nombres complexes \( (u_i)_{i \in I} \) est sommable ssi les familles \( (Re(u_i))_{i \in I} \) et \( (Im(u_i))_{i \in I} \) le sont, et dans ce cas, on définit la somme de la famille \( (u_i)_{i \in I} \) par:  \( \sum\limits_{i \in I} u_i = \sum\limits_{i \in I} Re(u_i) + i\sum\limits_{i \in I} Im(u_i)\)					
Basique Maths	Seconde année::Mathématiques::Rappels: ensembles finis et dénombrement	Approximation d'une somme par une partie finie	Soient \( (u_i)_{i \in I} \) une famille sommable de nombres complexes et \( \varepsilon \in \mathbb R^*_+ \) . Il existe une partie finie \( F \subset I \) telle que \( |\sum\limits_{i \in I} u_i - \sum\limits_{i \in F} u_i| \le \varepsilon\).					
Basique Maths	Seconde année::Mathématiques::Rappels: ensembles finis et dénombrement	Lien familles complexes sommables / séries	Soit \( (u_n)_{n \in \mathbb N} \in \mathbb C^{\mathbb N} \) . La famille \( (u_n)_{n \in \mathbb N} \) est sommable ssi la série \( \sum u_n \) est absolument convergente, et dans ce cas:  \( \sum\limits_{n \in \mathbb N}u_n = \sum\limits_{n = 0}^{+\infty}u_n\)					
Basique Maths	Seconde année::Mathématiques::Rappels: ensembles finis et dénombrement	Critère de sommabilité par majoration	Soient \( (u_i)_{i \in I} \) une famille de nombres complexes et \( (v_i)_{i \in I} \) une famille de réels positifs telles que  \( \forall i \in I, |u_i| \le v_i \)  Si la famille positive \( (v_i)_{i \in I} \) est sommable, alors la famille \( (u_i)_{i \in I}\) l'est aussi.					
Basique Maths	Seconde année::Mathématiques::Rappels: ensembles finis et dénombrement	Inégalité triangulaire	L'inégalité triangulaire usuelle s'applique aux sommes de familles de complexes sommables.					
Basique Maths	Seconde année::Mathématiques::Rappels: ensembles finis et dénombrement	Invariance de la somme par permutation des termes (familles complexes)	La propriété de permutation des indices s'applique aux sommes de familles de complexes sommables.					
Basique Maths	Seconde année::Mathématiques::Rappels: ensembles finis et dénombrement	Linéarité de la somme (familles complexes)	La somme sur les familles complexes sommables est linéaire.					
Basique Maths	Seconde année::Mathématiques::Rappels: ensembles finis et dénombrement	Sommation par paquets (familles complexes)	Soit \( (u_j)_{j \in J} \) un recouvrement disjoint de l'ensemble \( I \) et \( (u_i)_{i \in I} \) une famille de nombres complexes. La famille \( (u_i)_{i \in I} \) est sommable ssi, - Pour tout \( j \in J \) , la famille \( (u_i)_{i \in I_j} \) est sommable - La famille \( (\sum\limits_{i \in I_j}|u_i|)_{j \in J} \) est sommable, et dans ce cas \( \sum\limits_{i \in I}u_i = \sum\limits_{j \in J}(\sum\limits_{i \in I_j}u_i)\).					
Basique Maths	Seconde année::Mathématiques::Rappels: ensembles finis et dénombrement	Théorème de Fubini	Soit \( (u_{i,j})_{(i,j) \in I \times J} \) une famille double sommable de nombre complexes. Alors:  \( \sum\limits_{i \in I}(\sum\limits_{j \in J}u_{i, j}) = \sum\limits_{(i,j) \in I \times J}u_{i,j} = \sum\limits_{j \in J}(\sum\limits_{i \in I}u_{i,j})\)					
Basique Maths	Seconde année::Mathématiques::Rappels: ensembles finis et dénombrement	Convergence absolue du produit de Cauchy	Si deux séries complexes \( \sum u_n \) et \( \sum v_n \) convergent absolument, alors leur produit de Cauchy également, et  \( \sum\limits_{n = 0}^{+\infty}(\sum_{ k = 0}^nu_kv_{n - k}) = (\sum_{p=0}^{+\infty}u_p)(\sum_{q=0}^{+\infty}v_q)\).					
Basique Maths	Seconde année::Mathématiques::Rappels d'algèbre linéaire	Caractérisation des familles liées	Une famille est liée ssi il existe une relation de liaison entre ses vecteurs.					
Basique Maths	Seconde année::Mathématiques::Intégration	Fonction continue par morceaux	\( f : [a,b ] \to \mathbb R \) est continue par morceaux (cpm) ssi il existe une subdivision \( \sigma : \) \( a = x_0 < \dots < x_n = b \) telle que:  \( \forall k \in \unicode{10214}1, n - 1\unicode{10215}, f \) est continue sur l'ouvert \( ]x_k, x_{k + 1}[ \) et \( f \) a des limites finies en \( x_k^+ \) et \( x_k^- \) . On note \( \mathcal {CM}([a, b], \mathbb K) \) l'ensemble des fonctions continues par morceaux sur \( [a,b] \) à valeurs dans \( \mathbb K\)					
Basique Maths	Seconde année::Mathématiques::Intégration	Structure de \(\mathcal {CM}([a,b], \mathbb K)\)	C'est une sous-algèbre de \( \mathcal F([a,b], \mathbb K).\)					
Basique Maths	Seconde année::Mathématiques::Intégration	Fonction continue par morceaux comme somme	Toute fonction continue par morceaux est somme d'une fonction en escalier et d'une fonction continue.					
Basique Maths	Seconde année::Physique::Ondes électromagnétiques dans le vide	Laplacien vectoriel (coordonnées cartésiennes)	Laplacien scalaire appliqué à chaque fonction composante:  \( \Delta\vec E = \Delta E_x\vec e_x + \Delta E_y\vec e_y + \Delta E_z\vec e_z\)					
Basique Maths	Seconde année::Physique::Ondes électromagnétiques dans le vide	Equation différentielle sur les composantes de \(\vec E, \vec B\) dans le vide	Dans le vide, les fonctions composantes de \( \vec E \) et \( \vec B \) satisfont \( \Delta\psi - \mu_0\varepsilon_0\frac{\partial ^2\psi}{\partial^2t} = 0\).					
Basique Maths	Seconde année::Physique::Ondes électromagnétiques dans le vide	Célérité des ondes em dans le vide	 \( v= \frac{1}{\sqrt{\varepsilon_0\mu_0}} \simeq 3 , 00 \times 10^8m.s^{-1}\)					
Basique Maths	Seconde année::Physique::Ondes électromagnétiques dans le vide	Quantité de mouvement et énergie relativiste d'une particule	Avec \( \gamma = (1-\frac{v^2}{c^2})^{-\frac{1}{2}} \) , \( \vec p = \gamma m \vec v \) et \( E = \gamma mc^2\).					
Basique Maths	Seconde année::Physique::Ondes électromagnétiques dans le vide	Seconde forme de l'énergie relativiste d'une particule	 \( E^2 = p^2c^2+m^2c^4\).					
Basique Maths	Seconde année::Physique::Ondes électromagnétiques dans le vide	Condition sur une particule de vitesse \(v = c\)	Si une particule a une vitesse \( v = c\), alors sa masse est nulle.					
Basique Maths	Seconde année::Physique::Ondes électromagnétiques dans le vide	Forme des champs électriques et magnétiques d'une oem PPM	 \( \vec E(M,t)= \underline {\vec E}_0e^{i(wt - \vec k \cdot \vec r)} \) et \( \vec B(M,t)= \underline {\vec B}_0e^{i(wt - \vec k \cdot \vec r)}\)					
Basique Maths	Seconde année::Physique::Ondes électromagnétiques dans le vide	Caractère transverse d'une oem PPM	Une oem dans le vide est transverse magnétique (TM) : \( \vec k \cdot \vec B(M,t) = 0 \)  et transverse électrique (TE) : \( \vec k \cdot \vec E(M,t) =  0\) Elle est transverse électromagnétique (TEM).					
Basique Maths	Seconde année::Physique::Ondes électromagnétiques dans le vide	Relation de liaison générale oem PPM	 \( \vec B(M,t) = \frac{\vec k}{\omega}\wedge \vec E(M, t)\)					
Basique Maths	Seconde année::Physique::Ondes électromagnétiques dans le vide	Lien entre \(k\) et \(\omega\), oem PPM	 \( k = \frac{\omega}{c} \) ou \( \omega = kc\).					
Basique Maths	Seconde année::Physique::Ondes électromagnétiques dans le vide	Vitesse de phase des oem progressives dans le vide	 \( v_\varphi = c\)					
Basique Maths	Seconde année::Physique::Ondes électromagnétiques dans le vide	Relation de liaison pour les oem PPM dans le vide	 \( \vec  B(M,t ) = \frac{\vec e_u}{c}\wedge \vec E(M,t)\)					
Basique Maths	Seconde année::Physique::Ondes électromagnétiques dans le vide	Oem PPM polarisée rectilignement	Une Oem PPM est polarisée rectilignement s'il existe \( \vec e_p \) constant portant \( \vec E(M,t) \) pour tout \( M \) et \( t\).					
Basique Maths	Seconde année::Physique::Ondes électromagnétiques dans le vide	Polarisation de \(\vec  B\) selon la polarisation de \(\vec E\), oem PPM	 \( \vec B \) est polarisé ssi \( \vec E\) l'est.					
Basique Maths	Seconde année::Physique::Ondes électromagnétiques dans le vide	Relation géométrique entre vecteur de polarisation et vecteur direction de l'onde, oem PPM	 \( \vec e_k \cdot \vec e_p = 0.\)					
Basique Maths	Seconde année::Physique::Ondes électromagnétiques dans le vide	Lien densité volumique d'énergie électrique et densité volumique d'énergie magnétique, oem PPM	 \( e_{mag}(M,t) = e_{el}(M, t)\)					
Basique Maths	Seconde année::Physique::Ondes électromagnétiques dans le vide	Densité volumique d'énergie électromagnétique, oem PPM	 \( e_{em}(M,t)=\varepsilon_0E^2(M,t)\).					
Basique Maths	Seconde année::Physique::Ondes électromagnétiques dans le vide	Vecteur de Poynting oem	 \( \vec \Pi(M,t) = e_{em}(M,t) \times(\pm c \vec u_z)\)					
Basique Maths	Seconde année::Physique::Ondes électromagnétiques dans le vide	Intensité lumineuse ou éclairement	Moyenne de \( ||\vec \Pi|| \) en un point : \( I(M) = <||\vec\Pi||>_t(M)\)					
Basique Maths	Seconde année::Physique::Ondes électromagnétiques dans le vide	Validité des formules pour les oem PP	Toutes les formules restent valides. Attention \( \vec B = \frac{\vec k}{\omega}\wedge \vec E \) est proscrite pour les oem non monochromatiques ( \( \omega \) et \( \vec k\) non définis!). Une oem PP est transverse électromagnétique					
Basique Maths	Seconde année::Mathématiques::Intégration	Intégrale d'une fonction continue par morceaux sur un segment	Soit \( f \in \mathcal{CM}([a,b], \mathbb K). \)  - Pour tout suite \( (\varphi_n)_{n \in \mathbb N} \in (\mathcal E([a,b], \mathbb K))^\mathbb N \) de fonctions en escalier telle que \( \varphi_n \xrightarrow[n\rightarrow +\infty]{CVU} f \) sur \( [a,b] \) , la suite \( (\int_{[a,b]}\varphi_n)_{n \in \mathbb N} \) converge vers une limite \( l_\varphi \in \mathbb K \) , - Le scalaire \( l_\varphi \) ne dépend pas de la suite choisie mais seulement de \( f \) : c'est l'intégrale (de Riemann) de la fonction \( f \) sur le segment \( [a,b] \) notée \( \int_{[a,b]}f\).					
Basique Maths	Seconde année::Mathématiques::Intégration	Fonction continue par morceaux sur un intervalle quelconque	Une fonction est continue par morceaux sur l'intervalle \( I \) ssi elle l'est sur tout segment de \( I\).					
Basique Maths	Seconde année::Mathématiques::Intégration	Théorème : primitivation par l'intégrale	Soit \( f: I \to \mathbb K \) continue sur l'intervalle \( I \) . - Pour \( a \in I \) , \( F_a : x\mapsto \int_a^xf(t)dt \)  est une primitive de \( f \) sur \( I \) . - Si \( F_1, F_2 \) sont primitives de \( f \) sur \( I \) , leur différence est constante sur \( I \) . - Il existe une unique primitive de \( f \) sur l'intervalle \( I \) s'annulant en \( a \) : c'est \( F_a\).					
Basique Maths	Seconde année::Mathématiques::Intégration	Théorème fondamental du calcul	Avec \( f : I \to \mathbb K \) continue sur l'intervalle \( I \) , pour toute primitive \( F \) de \( f \) sur \( I \) :  \( \forall (a,b) \in I^2, \int_a^bf(t)dt = F(b) - F(a) = [F(t)]_a^b\)					
Basique Maths	Seconde année::Mathématiques::Intégration	Formule fondamentale du calcul	Avec \( f : I \to \mathbb K \) de classe \( \mathcal C^1 \) sur l'intervalle \( I \) , \( \forall (a,b) \in I^2, f(b) - f(a) = \int_a^bf'(t)dt\)					
Basique Maths	Seconde année::Mathématiques::Intégration	Somme de Riemann	Soit \( f \in \mathcal{CM}([a,b], \mathbb K). \)   \( R_n(f) = \frac{b-a}{n}\sum\limits_{k = 0}^nf(a + k\frac{b-a}{n}) \xrightarrow[n \rightarrow +\infty]{}\int_a^bf(t)dt\)					
Basique Maths	Seconde année::Mathématiques::Intégration	Intégrale impropre	À droite: Soient \( -\infty < a < b \le +\infty \) et \( f \in \mathcal{CM}([a,b[, \mathbb K). \)  L'intégrale impropre \( \int_a^bf(t)dt \) converge ssi \( \int_a^xf(t)dt \) a une limite finie dans \( \mathbb K \) quand \( x \) tend vers \( b^- \) . Dans ce cas, on note \( \int_a^bf(t)dt \) cette limite:  \( \int_a^bf(t)=\lim\limits_{x\to b^-}\int_a^xf(t)dt\). Dans le cas contraire, l'intégrale diverge. Définition analogue à gauche.					
Basique Maths	Seconde année::Mathématiques::Intégration	Nature d'intégrales impropres de même borne impropre	Pour \( -\infty<a \le c < b \le +\infty \) et \( f\in \mathcal{CM}([a,b[, \mathbb K) \) ,  \( \int_a^bf(t)dt \) et \( \int_c^bf(t)dt \) sont de même nature. En cas de convergence, \( \int_a^cf(t)dt + \int_c^bf(t)dt = \int_a^bf(t)dt\).					
Basique Maths	Seconde année::Mathématiques::Intégration	Classe de l'intégrale résiduelle en cas de convergence	Soient \( a \in \mathbb R \) et \( f : [a, +\infty[ \to \mathbb K \) continue et d'intégrale convergente sur l'intervalle \( [a, + \infty[ \) . La fonction \( F : x \mapsto \int_x^{+\infty}f(t)dt \) est de classe \( \mathcal C^1 \) sur \( [a, +\infty[ \) et \( F' = -f\).					
Basique Maths	Seconde année::Mathématiques::Intégration	Limite d'une fonction d'intégrale convergente	Soit \( f \in \mathcal{CM}([a, +\infty[, \mathbb K) \) telle que \( \int_a^{+\infty}f(t)dt \) converge. Si \( f \) a une limite en \( +\infty\), alors cette limite est nulle.					
Basique Maths	Seconde année::Mathématiques::Intégration	Intégrale impropre à deux bords ouverts	Soient \( -\infty \le a < b \le +\infty \) et \( f \in \mathcal {CM}(]a,b[, \mathbb K) \) . S'il existe \( c \in ]a,b[ \) tel que \( \int_a^cf(t)dt \) et \( \int_c^bf(t)dt \) convergent, elles convergent pour tout \( c \in ]a,b[ \) , et on dit que \( \int_a^bf(t)dt\) converge et vaut leur somme. Dans le cas contraire, l'intégrale diverge.					
Basique Maths	Seconde année::Mathématiques::Intégration	Cas d'égalité dans la positivité	Soit \( f \in \mathcal{CM}(I, \mathbb R) \) dont l'intégrale sur \( I \) converge. Si \( f \) est continue, positive et d'intégrale nulle sur l'intervalle \( I \) , alors \( f \) est nulle sur \( I\).					
Basique Maths	Seconde année::Mathématiques::Intégration	Intégration par parties	Soient \( -\infty \le a < b \le +\infty, I = [a,b[; ]a,b];]a,b[ \) et \( u,v : I \to \mathbb K \) de classe \( \mathcal C^1 \) sur l'intervalle \( I \) . La convergence de deux des trois termes \( \int_a^bu'(t)v(t)dt \) , \( \int_a^bu(t)v'(t)dt \) et \( [u(t)v(t)]_a^b \) implique la convergence du troisième, avec \( \int_a^bu'(t)v(t)dt = [u(t)v(t)]_a^b - \int_a^bu(t)v'(t)dt\)					
Basique Maths	Seconde année::Mathématiques::Intégration	Changement de variable	Soient \( -\infty \le a < b \le +\infty \) et \( -\infty \le \alpha < \beta \le +\infty \)  Soient \( f:]a,b[ \to \mathbb K \) continue et \( \varphi : ]\alpha, \beta[  \to ]a, b[ \) bijection de classe \( \mathcal C^1 \) strictement croissante. Alors : \( \int _a^bf(t)dt \) et \( \int_\alpha^\beta f(\varphi(t))\varphi'(t)dt\) sont de même nature, et égales si convergentes.					
Basique Maths	Seconde année::Mathématiques::Intégration	Convergence des intégrales impropres positives	Une intégrale impropre d'une fonction positive converge ssi ses intégrales partielles sont majorées.					
Basique Maths	Seconde année::Mathématiques::Intégration	Majoration convergente / divergente	Soient \( -\infty < a < b \le +\infty \) , \( f,g  \in \mathcal {CM}([a,b[, \mathbb R) \) . S'il existe \( c \in [a,b[ \) tel que \( \forall t\in[c,b[, 0\le f(t) \le g(t) \) . Alors: - Majoration convergente : si \( \int _a^bg(t)dt \) converge, alors \( \int_a^bf(t)dt \) converge. - Minoration divergente : si \( \int _a^bf(t)dt \) diverge, alors \( \int_a^bg(t)dt\) diverge.					
Basique Maths	Seconde année::Mathématiques::Intégration	Majoration convergente / divergente asymptotique	Soient \( -\infty < a < b \le +\infty \) , \( f,g  \in \mathcal {CM}([a,b[, \mathbb R) \) positives au moins au voisinage de \( b \) telles que \( f = \mathcal O(g) \) en \( b^- \) . - Majoration convergente : si \( \int _a^bg(t)dt \) converge, alors \( \int_a^bf(t)dt \) converge. - Minoration divergente : si \( \int _a^bf(t)dt \) diverge, alors \( \int_a^bg(t)dt\) diverge.					
Basique Maths	Seconde année::Mathématiques::Intégration	Utilisation d'un équivalent pour les intégrales impropres	Deux fonctions continues par morceaux, dont l'une au moins positive, équivalentes au voisinage d'une borne impropre ont des intégrales impropres de même nature en cette borne.					
